Taxon ID,scientificName,commonName,EPBC_Status,EPBC_Name,EPBC_Effective_Date,ConservationAdviceDate,Family,Genus,NSW_Status,NSW_Name,SA_Status,SA_Name,IUCN_Status,IUCN_Name,NSW,SA
85440,Beddomeia ronaldi,Hydrobiid Snail (St. Patricks River),,,,,Hydrobiidae,Beddomeia,,,,,Vulnerable,Beddomeia ronaldi,,
85537,Beddomeia salmonis,Hydrobiid Snail (Salmon River),,,,,Hydrobiidae,Beddomeia,,,,,Vulnerable,Beddomeia salmonis,,
85538,Beddomeia tasmanica,"	Hydrobiid Snail (Terrys Creek)",,,,,Hydrobiidae,Beddomeia,,,,,Vulnerable,Beddomeia tasmanica,,
85539,Beddomeia topsiae,Hydrobiid Snail (Williamson Creek),,,,,Hydrobiidae,Beddomeia,,,,,Vulnerable,Beddomeia topsiae,,
85540,Beddomeia trochiformis,Hydrobiid Snail (Bowry Creek),,,,,Hydrobiidae,Beddomeia,,,,,Least Concern,Beddomeia trochiformis,,
66790,Beddomeia tumida,Great Lake Hydrobiid Snail,,,,,Hydrobiidae,Beddomeia,,,,,Critically Endangered,Beddomeia tumida,,
85541,Beddomeia turnerae,"	Hydrobiid Snail (Minnow River)",,,,,Hydrobiidae,Beddomeia,,,,,Vulnerable,Beddomeia turnerae,,
85441,Beddomeia waterhouseae,Hydrobiid Snail (Clayton's Rivulet),,,,,Hydrobiidae,Beddomeia,,,,,Vulnerable,Beddomeia waterhouseae,,
85542,Beddomeia wilmotensis,"	Hydrobiid Snail (Wilmot River)",,,,,Hydrobiidae,Beddomeia,,,,,Vulnerable,Beddomeia wilmotensis,,
85449,Beddomeia wiseae,Hydrobiid Snail (Blizzards Creek),,,,,Hydrobiidae,Beddomeia,,,,,Vulnerable,Beddomeia wiseae,,
85543,Beddomeia zeehanensis,Hydrobiid Snail (Little Henty River),,,,,Hydrobiidae,Beddomeia,,,,,Vulnerable,Beddomeia zeehanensis,,
20240,Beilschmiedia bancroftii,"Yellow Walnut, Canary Ash,",,,,,Lauraceae,Beilschmiedia,,,,,Least Concern,Beilschmiedia bancroftii,,
21986,Beilschmiedia collina, ,,,,,Lauraceae,Beilschmiedia,,,,,Least Concern,Beilschmiedia collina,,
13008,Beilschmiedia elliptica,Grey Walnut,,,,,Lauraceae,Beilschmiedia,,,,,Least Concern,Beilschmiedia elliptica,,
10885,Beilschmiedia obtusifolia,"Hard Bolly Gum, Blush Walnut",,,,,Lauraceae,Beilschmiedia,,,,,Least Concern,Beilschmiedia obtusifolia,,
53839,Beilschmiedia tooram, ,,,,,Lauraceae,Beilschmiedia,,,,,Least Concern,Beilschmiedia tooram,,
83932,Bellatorias frerei,a skink,,,,,Scincidae,Bellatorias,,,,,Least Concern,Bellatorias frerei,,
83931,Bellatorias major,Land Mullet,,,,,Scincidae,Bellatorias,,,,,Least Concern,Bellatorias major,,
83161,Bellatorias obiri,Arnhem Land Egernia,Endangered,Bellatorias obiri,18-Aug-06,3-Jul-08,Scincidae,Bellatorias,,,,,Critically Endangered,Bellatorias obiri,,
16923,Bellendena montana, ,,,,,Proteaceae,Bellendena,,,,,Least Concern,Bellendena montana,,
20160,Belvisia mucronata, ,,,,,Polypodiaceae,Belvisia,Endangered,Belvisia mucronata,,,,,Present,
85544,Benthodorbis pawpela,Glacidorbid Snail (Great Lake),,,,,Glacidorbidae,Benthodorbis,,,,,Data Deficient,Benthodorbis pawpela,,
88727,Bentosites macleayi,Macleay's Single-banded Snail,,,,,Camaenidae,Bentosites,,,,,Lower Risk/near threatened,Bentosites macleayi,,
70,Berardius arnuxii,Arnoux's Beaked Whale,,,,,Ziphiidae,Berardius,,,Rare,Berardius arnouxi,Least Concern,Berardius arnuxii,,
3431,Bergia ammannioides, ,,,,,Elatinaceae,Bergia,,,,,Least Concern,Bergia ammannioides,,
54096,Bergia occultipetala, ,,,,,Elatinaceae,Bergia,,,Vulnerable,Bergia occultipetala,,,,Present
90830,Bernardpora stutchburyi,anemone coral,,,,,Poritidae,Bernardpora,,,,,Least Concern,Bernardpora stutchburyi,,
56606,Berrya javanica, ,,,,,Tiliaceae,Berrya,,,,,Least Concern,Berrya javanica,,
89125,Bertmainius colonus,Eastern Stirling Range Pygmy Trapdoor Spider,Vulnerable,Bertmainius colonus,11-May-18,11-May-18,Migidae,Bertmainius,,,,,,,,
89126,Bertmainius tingle,Tingle Pygmy Trapdoor Spider,Endangered,Bertmainius tingle,11-May-18,11-May-18,Migidae,Bertmainius,,,,,,,,
78344,Bertya calycina,a shrub,Vulnerable,Bertya calycina,16-Jul-00,16-Dec-08,Euphorbiaceae,Bertya,,,,,,,,
78349,Bertya ernestiana,Mt Ernest Bertya,Vulnerable,Bertya ernestiana,16-Jul-00,1-Oct-08,Euphorbiaceae,Bertya,,,,,,,,
78351,Bertya granitica,a shrub,Endangered,Bertya granitica,16-Jul-00,29-Apr-14,Euphorbiaceae,Bertya,,,,,,,,
21383,Bertya ingramii,a shrub,Endangered,Bertya ingramii,16-Jul-00,3-Jul-08,Euphorbiaceae,Bertya,Endangered,Bertya ingramii,,,,,Endemic,
18382,Bertya mollissima, ,Endangered,Bertya mollissima,31-Mar-23,31-Mar-23,Euphorbiaceae,Bertya,Endangered,Bertya mollissima,,,,,Endemic,
13792,Bertya opponens, ,Vulnerable,Bertya opponens,16-Jul-00,16-Dec-16,Euphorbiaceae,Bertya,Vulnerable,Bertya opponens,,,,,"Present, Endemic",
8587,Bertya pinifolia,a shrub,Vulnerable,Bertya pinifolia,16-Jul-00,1-Oct-08,Euphorbiaceae,Bertya,,,,,,,Present,
84674,Bertya sp. Chambigne NR (M.Fatemi 24),Chambigne Bertya,,,,,Euphorbiaceae,Bertya,Endangered,Bertya sp. Chambigne NR (M.Fatemi 24),,,,,Present,
84675,Bertya sp. Clouds Creek (M.Fatemi 4), ,Endangered,Bertya sp. Clouds Creek (M.Fatemi 4),5-Oct-22,5-Oct-22,Euphorbiaceae,Bertya,Endangered,Bertya sp. Clouds Creek (M.Fatemi 4),,,,,Present,
78359,Bertya tasmanica subsp. tasmanica,Tasmanian Bertya,Endangered,Bertya tasmanica subsp. tasmanica,6-Jun-05,29-Apr-14,Euphorbiaceae,Bertya,,,,,,,,
69098,Beryx splendens,Alfonsin,,,,,Berycidae,Beryx,,,,,Least Concern,Beryx splendens,,
64791,Bettongia anhydra,Desert Bettong,Extinct,Bettongia anhydra,3-Mar-21,,Potoroidae,Bettongia,,,,,Extinct,Bettongia anhydra,,
211,Bettongia gaimardi,"Tasmanian Bettong, Eastern Bettong",,,,,Potoroidae,Bettongia,Extinct,Bettongia gaimardi,,,Near Threatened,Bettongia gaimardi,Historic,Historic
66656,Bettongia gaimardi gaimardi,"Eastern Bettong (mainland), Eastern Rat-kangaroo",Extinct,Bettongia gaimardi gaimardi,16-Jul-00,,Potoroidae,Bettongia,,,,,,,Historic,Historic
212,Bettongia lesueur,Burrowing Bettong,,,,,Potoroidae,Bettongia,,,Endangered,Bettongia lesueur,Near Threatened,Bettongia lesueur,Present,Present
88021,Bettongia lesueur Barrow and Boodie Islands subspecies,"Boodie, Burrowing Bettong (Barrow and Boodie Islands)",Vulnerable,Bettongia lesueur Barrow and Boodie Islands subspecies,16-Jul-00,31-Aug-23,Potoroidae,Bettongia,,,,,,,,
66657,Bettongia lesueur graii,"Boodie (inland), Burrowing Bettong (inland)",Extinct,Bettongia lesueur graii,16-Jul-00,,Potoroidae,Bettongia,Extinct,Bettongia lesueur graii,,,,,Extinct,Extinct
66659,Bettongia lesueur lesueur,"Burrowing Bettong (Shark Bay), Boodie",Vulnerable,Bettongia lesueur lesueur,16-Jul-00,31-Aug-23,Potoroidae,Bettongia,,,,,,,Translocated,Translocated
213,Bettongia penicillata,"Brush-tailed Bettong, Woylie",,,,,Potoroidae,Bettongia,,,,,Critically Endangered,Bettongia penicillata,,
66844,Bettongia penicillata ogilbyi,Woylie,Endangered,Bettongia penicillata ogilbyi,11-Jun-09,1-Feb-18,Potoroidae,Bettongia,,,Rare,Bettongia penicillata ogilbyi,,,Translocated,Present
66658,Bettongia penicillata penicillata,"Brush-tailed Bettong (central and south-east), Brush-tailed Bettong (south-east mainland)",Extinct,Bettongia penicillata penicillata,16-Jul-00,,Potoroidae,Bettongia,Extinct,Bettongia penicillata penicillata,Endangered,Bettongia penicillata penicillata,,,Extinct,Extinct
85133,Bettongia pusilla,Nullarbor Dwarf Bettong,Extinct,Bettongia pusilla,3-Mar-21,,Potoroidae,Bettongia,,,,,Extinct,Bettongia pusilla,,Extinct
214,Bettongia tropica,Northern Bettong,Endangered,Bettongia tropica,16-Jul-00,16-Dec-16,Potoroidae,Bettongia,Extinct,Bettongia tropica,,,Endangered,Bettongia tropica,Extinct in state,
18362,Beyeria lepidopetala,"Small-petalled Beyeria, Short-petalled Beyeria",Endangered,Beyeria lepidopetala,16-Jul-00,7-Jan-09,Euphorbiaceae,Beyeria,,,,,,,,
2076,Beyeria subtecta,Kangaroo Island Turpentine Bush,Vulnerable,Beyeria subtecta,16-Jul-00,,Euphorbiaceae,Beyeria,,,Endangered,Beyeria subtecta,,,,Endemic
19857,Beyeria viscosa,Pinkwood,,,,,Euphorbiaceae,Beyeria,,,,,Least Concern,Beyeria viscosa,,
18294,Bidens tripartita,"Marigold Burr, Burr Marigold",,,,,Asteraceae,Bidens,,,,,Least Concern,Bidens tripartita,,
76155,Bidyanus bidyanus,"Silver Perch, Bidyan",Critically Endangered,Bidyanus bidyanus,21-Dec-13,21-Dec-13,Terapontidae,Bidyanus,Vulnerable,Bidyanus bidyanus,,,Near Threatened,Bidyanus bidyanus,Present,Present
76156,Bidyanus welchi,Welch's Grunter,,,,,Terapontidae,Bidyanus,,,,,Least Concern,Bidyanus welchi,,
12742,Billardiera scandens,"Appleberry, Snotberry, Apple Dumplings",,,,,Pittosporaceae,Billardiera,,,Rare,Billardiera scandens var. scandens,,,,
83922,Billardiera sp. Yorke Peninsula (P.C.Heyligers 80164), ,,,,,Pittosporaceae,Billardiera,,,Endangered,Billardiera sp. Yorke Peninsula (P.C.Heyligers 80164),,,,Present
14792,Billardiera uniflora, ,,,,,Pittosporaceae,Billardiera,,,,,Near Threatened,Billardiera uniflora,,
70991,Birgus latro,Robber Crab,,,,,Coenobitidae,Birgus,,,,,Vulnerable,Birgus latro,,
15157,Bischofia javanica, ,,,,,Euphorbiaceae,Bischofia,,,,,Least Concern,Bischofia javanica,,
8981,Bixa orellana,Anatto,,,,,Bixaceae,Bixa,,,,,Least Concern,Bixa orellana,,
980,Biziura lobata,Musk Duck,,,,,Anatidae,Biziura,,,,,Least Concern,Biziura lobata,,
91222,Biziura lobata menziesi,"Eastern Musk Duck, Musk Duck (Herdsman Lake)",,,,,Anatidae,Biziura,,,Rare,Biziura lobata menziesi,,,,
92451,Blakistonia bassi,a trapdoor spider,,,,,Idiopidae,Blakistonia,,,,,Endangered,Blakistonia bassi,,
82129,Blastomussa merleti,Branched Cup Coral,,,,,Mussidae,Blastomussa,,,,,Least Concern,Blastomussa merleti,,
82128,Blastomussa wellsi,Branched Cup Coral,,,,,Mussidae,Blastomussa,,,,,Near Threatened,Blastomussa wellsi,,
5651,Bleasdalea bleasdalei, ,,,,,Proteaceae,Bleasdalea,,,,,Least Concern,Bleasdalea bleasdalei,,
4008,Blechnum chambersii,Lance Water-fern,,,,,Blechnaceae,Blechnum,,,Endangered,Blechnum chambersii,,,,Present
65885,Blechnum norfolkianum,Norfolk Island Water-fern,Endangered,Blechnum norfolkianum,25-Nov-03,,Blechnaceae,Blechnum,,,,,,,,
8414,Blechnum nudum,Fishbone Water-fern,,,,,Blechnaceae,Blechnum,,,Rare,Blechnum nudum,,,,
88515,Blechnum rupestre,Small Raspfern,,,,,Blechnaceae,Blechnum,,,Endangered,Blechnum rupestre,,,Present,Present
9586,Blechnum wattsii,Hard Water-fern,,,,,Blechnaceae,Blechnum,,,Rare,Blechnum wattsii,,,,
8485,Blumea lacera,Batard,,,,,Asteraceae,Blumea,Extinct,Blumea lacera,,,,,Present,
15088,Blyxa aubertii, ,,,,,Hydrocharitaceae,Blyxa,,,,,Least Concern,Blyxa aubertii,,
3628,Blyxa octandra, ,,,,,Hydrocharitaceae,Blyxa,,,,,Least Concern,Blyxa octandra,,
88755,Bodianus frenchii,"Foxfish, Fox Wrasse",,,,,Labridae,Bodianus,,,,,Near Threatened,Bodianus frenchii,,
76931,Bodianus perditio,Goldspot Pigfish,,,,,Labridae,Bodianus,,,,,Least Concern,Bodianus perditio,,
76932,Bodianus unimaculatus,Blackspot Pigfish,,,,,Labridae,Bodianus,,,,,Least Concern,Bodianus unimaculatus,,
86523,Boeckella bispinosa,copepod,,,,,Centropagidae,Boeckella,,,,,Vulnerable,Boeckella bispinosa,,
86524,Boeckella geniculata,copepod,,,,,Centropagidae,Boeckella,,,,,Vulnerable,Boeckella geniculata,,
86525,Boeckella nyoraensis,copepod,,,,,Centropagidae,Boeckella,,,,,Vulnerable,Boeckella nyoraensis,,
86526,Boeckella shieli,copepod,,,,,Centropagidae,Boeckella,,,,,Vulnerable,Boeckella shieli,,
83309,Boehmeria australis subsp. australis,"Tree Nettle, Nettletree",Critically Endangered,Boehmeria australis subsp. australis,25-Nov-03,,Urticaceae,Boehmeria,,,,,,,,
1221,Boiga irregularis,Brown Tree Snake,,,,,Colubridae,Boiga,,,,,Least Concern,Boiga irregularis,,
86527,Bolbometopon muricatum,"Bumphead Parrotfish, Double-headed Parrotfish, Green Humphead Parrotfish,",,,,,Labridae,Bolbometopon,,,,,Vulnerable,Bolbometopon muricatum,,
2626,Bolboschoenus caldwellii,Salt Club-rush,,,,,Cyperaceae,Bolboschoenus,,,,,,,Present,Present
86087,Bolemoreus frenatus,Bridled Honeyeater,,,,,Meliphagidae,Bolemoreus,,,,,Least Concern,Bolemoreus frenatus,,
86088,Bolemoreus hindwoodi,Eungella Honeyeater,,,,,Meliphagidae,Bolemoreus,,,,,Near Threatened,Bolemoreus hindwoodi,,
58572,Boletoscapter furcatus, ,,,,,Scarabaeidae,Boletoscapter,,,,,Least Concern,Boletoscapter furcatus,,
91319,Bondarzewia retipora,a backet fungus,,,,,Bondarzewiaceae,Bondarzewia,,,,,Vulnerable,Bondarzewia retipora,,
90436,Bonnaya antipoda, ,,,,,Linderniaceae,Bonnaya,,,,,Least Concern,Bonnaya antipoda,,
90439,Bonnaya ciliata, ,,,,,Linderniaceae,Bonnaya,,,,,Least Concern,Bonnaya ciliata,,
16935,Boronia adamsiana,Barbalin Boronia,Vulnerable,Boronia adamsiana,16-Jul-00,1-Oct-08,Rutaceae,Boronia,,,,,,,,
67447,Boronia boliviensis, ,,,,,Rutaceae,Boronia,Critically Endangered,Boronia boliviensis,,,,,Present,
29156,Boronia capitata subsp. capitata,a shrub,Endangered,Boronia capitata subsp. capitata,16-Jul-00,1-Oct-08,Rutaceae,Boronia,,,,,,,,
5538,Boronia clavata,Bremer Boronia,Endangered,Boronia clavata,8-Jan-09,8-Jan-09,Rutaceae,Boronia,,,,,,,,
8397,Boronia deanei,Deane's Boronia,Vulnerable,Boronia deanei,16-Jul-00,26-Mar-08,Rutaceae,Boronia,Vulnerable,Boronia deanei,,,,,Endemic,
64844,Boronia exilis,Scott River Boronia,Endangered,Boronia exilis,16-Jul-00,15-Jul-16,Rutaceae,Boronia,,,,,,,,
56484,Boronia galbraithiae,"Aniseed Boronia, Galbraith's Boronia",Vulnerable,Boronia galbraithiae,16-Jul-00,1-Apr-16,Rutaceae,Boronia,,,,,,,,
18598,Boronia granitica,Granite Boronia,Endangered,Boronia granitica,16-Jul-00,16-Dec-16,Rutaceae,Boronia,Vulnerable,Boronia granitica,,,,,Present,
29394,Boronia gunnii,"Gunn's Boronia, Cataract Gorge Boronia",Vulnerable,Boronia gunnii,13-Apr-05,1-Oct-08,Rutaceae,Boronia,,,,,,,,
78926,Boronia hemichiton,Mt Arthur Boronia,Vulnerable,Boronia hemichiton,13-Apr-05,1-Oct-08,Rutaceae,Boronia,,,,,,,,
78925,Boronia hippopala,Velvet Boronia,Vulnerable,Boronia hippopala,13-Apr-05,1-Oct-08,Rutaceae,Boronia,,,,,,,,
78940,Boronia imlayensis, ,,,,,Rutaceae,Boronia,,,,,,,Present,
78597,Boronia inflexa subsp. torringtonensis, ,Critically Endangered,Boronia inflexa subsp. torringtonensis,7-Dec-21,7-Dec-21,Rutaceae,Boronia,Critically Endangered,Boronia inflexa subsp. torringtonensis,,,,,Endemic,
21632,Boronia keysii,Key's Boronia,Vulnerable,Boronia keysii,16-Jul-00,3-Jul-08,Rutaceae,Boronia,,,,,,,,
3513,Boronia muelleri,"Pink Boronia, Forest Boronia",,,,,Rutaceae,Boronia,,,,,Least Concern,Boronia muelleri,,
3699,Boronia parviflora,"Swamp Boronia, Small Boronia, Tiny Boronia, Small-flowered Boronia",,,,,Rutaceae,Boronia,,,Rare,Boronia parviflora,,,,
78935,Boronia pilosa subsp. torquata,Hairy Boronia,,,,,Rutaceae,Boronia,,,Rare,Boronia pilosa subsp. torquata,,,,
3979,Boronia pinnata,Pinnate Boronia,,,,,Rutaceae,Boronia,,,,,Least Concern,Boronia pinnata,,
64846,Boronia quadrilata,a shrub,Vulnerable,Boronia quadrilata,16-Jul-00,,Rutaceae,Boronia,,,,,,,,
21315,Boronia repanda,"Repand Boronia, Border Boronia",Endangered,Boronia repanda,16-Jul-00,29-Apr-14,Rutaceae,Boronia,Endangered,Boronia repanda,,,,,Present,
9167,Boronia revoluta,Ironcap Boronia,Endangered,Boronia revoluta,16-Jul-00,1-Oct-08,Rutaceae,Boronia,,,,,,,,
12633,Boronia ruppii,Rupp's Boronia,,,,,Rutaceae,Boronia,Endangered,Boronia ruppii,,,,,Present,
6985,Boronia subulifolia,Awl-leaved Boronia,,,,,Rutaceae,Boronia,,,,,,,Present,
56301,Boronia umbellata,Orara Boronia,Vulnerable,Boronia umbellata,16-Jul-00,26-Mar-08,Rutaceae,Boronia,Vulnerable,Boronia umbellata,,,,,Endemic,
64851,Boronia viridiflora,a shrub,Vulnerable,Boronia viridiflora,16-Jul-00,,Rutaceae,Boronia,,,,,,,,
16564,Borya mirabilis,Grampians Pincushion-lily,Endangered,Borya mirabilis,16-Jul-00,,Boryaceae,Borya,,,,,,,,
16214,Bosistoa medicinalis, ,,,,,Rutaceae,Bosistoa,,,,,Least Concern,Bosistoa medicinalis,,
13615,Bosistoa pentacocca,"Native Almond, Ferny-leaved Bosistoa",,,,,Rutaceae,Bosistoa,,,,,Least Concern,Bosistoa pentacocca,,
16091,Bosistoa transversa,"Three-leaved Bosistoa, Yellow Satinheart",Vulnerable,Bosistoa transversa,16-Jul-00,1-Oct-08,Rutaceae,Bosistoa,Vulnerable,Bosistoa transversa,,,,,"Present, Present, Present",
5585,Bossiaea aquifolium, ,,,,,Fabaceae,Bossiaea,,,,,Least Concern,Bossiaea aquifolium,,
84402,Bossiaea bombayensis,Bombay Bossiaea,,,,,Fabaceae,Bossiaea,Vulnerable,Bossiaea bombayensis,,,,,Present,
4907,Bossiaea ensata,Sword Bossiaea,,,,,Fabaceae,Bossiaea,,,,,,,,Present
84403,Bossiaea fragrans, ,Critically Endangered,Bossiaea fragrans,11-May-18,11-May-18,Fabaceae,Bossiaea,Critically Endangered,Bossiaea fragrans,,,,,Present,
16735,Bossiaea lenticularis, ,,,,,Fabaceae,Bossiaea,,,,,Near Threatened,Bossiaea lenticularis,,
10059,Bossiaea oligosperma, ,Vulnerable,Bossiaea oligosperma,16-Jul-00,1-Oct-08,Fabaceae,Bossiaea,Vulnerable,Bossiaea oligosperma,,,,,Endemic,
30571,Bossiaea oxyclada, ,,,,,Fabaceae,Bossiaea,,,,,Vulnerable,Bossiaea oxyclada,,
86647,Bossiaea peninsularis,Sword Bossiaea,Endangered,Bossiaea peninsularis,7-Dec-16,7-Dec-16,Fabaceae,Bossiaea,,,Endangered,Bossiaea peninsularis,,,,Endemic
13666,Bossiaea pulchella, ,,,,,Fabaceae,Bossiaea,,,,,Least Concern,Bossiaea pulchella,,
89794,Bossiaea sp. Frankland (E.M.Sandiford EMS 896), ,Endangered,Bossiaea sp. Frankland (E.M.Sandiford EMS 896),4-Jul-19,4-Jul-19,Fabaceae,Bossiaea,,,,,,,,
1001,Botaurus poiciloptilus,Australasian Bittern,Endangered,Botaurus poiciloptilus,3-Mar-11,18-Jan-19,Ardeidae,Botaurus,Endangered,Botaurus poiciloptilus,Endangered,Botaurus poiciloptilus,Vulnerable,Botaurus poiciloptilus,Present,Present
86528,Bothriembryon bradshawi,Bradshaw's Tapered Snail,,,,,Bothriembryontidae,Bothriembryon,,,,,Vulnerable,Bothriembryon bradshaweri,,
86530,Bothriembryon brazieri,Brazier's Tapered Snail,,,,,Bothriembryontidae,Bothriembryon,,,,,Vulnerable,Bothriembryon brazieri,,
86531,Bothriembryon glauerti,Stirling Ranges Tapered Snail,,,,,Placostylidae,Bothriembryon,,,,,Vulnerable,Bothriembryon glauerti,,
86532,Bothriembryon irvineanus,Irvine's Tapered Snail,,,,,Bothriembryontidae,Bothriembryon,,,,,Vulnerable,Bothriembryon irvineanus,,
86533,Bothriembryon perobesus,Moore River Tapered Snail,,,,,Bothriembryontidae,Bothriembryon,,,,,Endangered,Bothriembryon perobesus,,
84124,Bothriembryon praecelsus,Kellerberin Tapered Snail,,,,,Bothriembryontidae,Bothriembryon,,,,,Endangered,Bothriembryon praecelcus,,
85379,Bothriembryon spenceri,Spencer's Land Snail,,,,,Bothriembryontidae,Bothriembryon,,,,,Vulnerable,Bothriembryon spenceri,,
84126,Bothriembryon whitleyi,Whitley's Tapered Snail,,,,,Bothriembryontidae,Bothriembryon,,,,,Vulnerable,Bothriembryon whitleyi,,
15961,Bothriochloa bunyensis,Satin-top Grass,Vulnerable,Bothriochloa bunyensis,16-Jul-00,3-Jul-08,Poaceae,Bothriochloa,,,,,,,,
16365,Bothriochloa macra,"Red Grass, Red-leg Grass",,,,,Poaceae,Bothriochloa,,,Rare,Bothriochloa macra,,,,
6123,Bowenia serrulata,Byfield Fern,,,,,Zamiaceae,Bowenia,,,,,Least Concern,Bowenia serrulata,,
21393,Bowenia spectabilis, ,,,,,Zamiaceae,Bowenia,,,,,Least Concern,Bowenia spectabilis,,
76184,Brachaelurus colcloughi,"Colclough's Shark, Bluegrey Carpet Shark",,,,,Brachaeluridae,Brachaelurus,,,,,Vulnerable,Brachaelurus colcloughi,Present,
83759,Brachionichthys australis,"Australian Handfish, Common Handfish",,,,,Brachionichthyidae,Brachionichthys,,,,,Least Concern,Brachionichthys australis,,
64418,Brachionichthys hirsutus,Spotted Handfish,Critically Endangered,Brachionichthys hirsutus,11-Oct-12,11-Oct-12,Brachionichthyidae,Brachionichthys,,,,,Critically Endangered,Brachionichthys hirsutus,,
83883,Brachiopsilus dianthus,Pink Handfish,,,,,Brachionichthyidae,Brachiopsilus,,,,,Endangered,Brachiopsilus dianthus,,
83884,Brachiopsilus dossenus,Humpback Handfish,,,,,Brachionichthyidae,Brachiopsilus,,,,,Data Deficient,Brachiopsilus dossenus,,
83757,Brachiopsilus ziebelli,"Ziebell's Handfish, Waterfall Bay Handfish",Vulnerable,Brachiopsilus ziebelli,16-Jul-00,,Brachionichthyidae,Brachiopsilus,,,,,Critically Endangered,Brachiopsilus ziebelli,,
60761,Brachirus salinarum,Saltpan Sole,,,,,Soleidae,Brachirus,,,,,Least Concern,Brachirus salinarum,,
60703,Brachirus selheimi,Freshwater Sole,,,,,Soleidae,Brachirus,,,,,Least Concern,Brachirus selheimi,,
5307,Brachychiton acerifolius,"Flame Tree, Illawarra Flame Tree, Flame Kurrajong",,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton acerifolius,,
31203,Brachychiton acuminatus, ,,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton acuminatus,,
17787,Brachychiton australis,"Broad-leaved Bottle Tree, Bottle Tree",,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton australis,,
11836,Brachychiton bidwillii, ,,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton bidwillii,,
31216,Brachychiton chillagoensis, ,,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton chillagoensis,,
31218,Brachychiton collinus, ,,,,,Sterculiaceae,Brachychiton,,,,,Near Threatened,Brachychiton collinus,,
4373,Brachychiton discolor,"Lacebark Tree, Scrub Bottle Tree, White Kurrajong,",,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton discolor,,
18555,Brachychiton diversifolius,"Northern Kurrajong, Tropical Kurrajong, Airitja, Nanunguwa",,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton diversifolius,,
31257,Brachychiton fitzgeraldianus, ,,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton fitzgeraldianus,,
31258,Brachychiton garrawayae, ,,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton garrawayae,,
19909,Brachychiton gregorii,Desert Kurrajong,,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton gregorii,,
31269,Brachychiton megaphyllus, ,,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton megaphyllus,,
31270,Brachychiton muellerianus, ,,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton muellerianus,,
21468,Brachychiton paradoxus, ,,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton paradoxus,,
84105,Brachychiton sp. Ormeau (L.H.Bird AQ435851),Ormeau Bottle Tree,Critically Endangered,Brachychiton sp. Ormeau (L.H.Bird AQ435851),9-Mar-13,9-Mar-13,Malvaceae,Brachychiton,,,,,,,,
31311,Brachychiton spectabilis, ,,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton spectabilis,,
31314,Brachychiton tuberculatus, ,,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton tuberculatus,,
4539,Brachychiton velutinosus, ,,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton velutinosus,,
31316,Brachychiton viridiflorus, ,,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton viridiflorus,,
31317,Brachychiton viscidulus, ,,,,,Sterculiaceae,Brachychiton,,,,,Least Concern,Brachychiton viscidulus,,
81321,Brachyscias verecundus,Ironstone Brachyscias,Critically Endangered,Brachyscias verecundus,18-Aug-06,1-Oct-08,Apiaceae,Brachyscias,,,,,,,,
11377,Brachyscome aculeata,Hill Daisy,,,,,Asteraceae,Brachyscome,,,Rare,Brachyscome aculeata,,,,
4161,Brachyscome ascendens, ,,,,,Asteraceae,Brachyscome,Endangered,Brachyscome ascendens,,,,,Present,
5634,Brachyscome breviscapis, ,,,,,Asteraceae,Brachyscome,,,Rare,Brachyscome breviscapis,,,,
91093,Brachyscome brownii, ,,,,,Asteraceae,Brachyscome,,,,,,,Present,
18572,Brachyscome ciliaris var. subintegrifolia, ,,,,,Asteraceae,Brachyscome,,,Rare,Brachyscome ciliaris var. subintegrifolia,,,,
8958,Brachyscome diversifolia,"Large-headed Daisy, Tall Daisy",,,,,Asteraceae,Brachyscome,,,Endangered,Brachyscome diversifolia,,,,Present
21048,Brachyscome graminea, ,,,,,Asteraceae,Brachyscome,,,Rare,Brachyscome graminea,,,,
91214,Brachyscome melanocarpa subsp. melanocarpa,"Black-seeded Daisy, Black-fruit Daisy",,,,,Asteraceae,Brachyscome,,,Vulnerable,Brachyscome melanocarpa subsp. melanocarpa,,,,
18836,Brachyscome muelleri,Corunna Daisy,Endangered,Brachyscome muelleri,16-Jul-00,17-Dec-13,Asteraceae,Brachyscome,,,Endangered,Brachyscome muelleri,,,,Endemic
